N	NI	D	RH	RM	RS	V	DG	DM	DS	VMAG
N	4314	*	12	22	31.8	+	29	53	45	10.6
N	4315	*	12	22	45.3	+	9	18	20	
N	4316	*	12	22	42.1	+	9	19	57	12.9
N	4317	*	12	22	41.0	+	31	2	12	
N	4318	*	12	22	43.2	+	8	11	57	13.3
N	4319	*	12	21	43.9	+	75	19	21	12.0
N	4320	*	12	22	57.8	+	10	32	57	13.9
N	4321	*	12	22	54.9	+	15	49	22	9.4
N	4322	*	12	23	1.7	+	15	54	19	13.9
N	4323	*	12	23	16.0	+	15	54	7	
N	4324	*	12	23	6.0	+	5	15	0	11.6
N	4325	*	12	23	6.6	+	10	37	18	13.3
N	4326	*	12	23	11.6	+	6	4	21	13.3
N	4327	*	12	23	11.8	+	15	45	6	
N	4328	*	12	23	20.0	+	15	49	13	13.0
N	4329	*	12	23	20.7	-	12	33	29	13.5
N	4330	*	12	23	17.0	+	11	22	7	12.4
N	4331	*	12	22	35.7	+	76	10	7	14.0
N	4332	*	12	22	46.7	+	65	50	39	12.2
N	4333	*	12	23	22.2	+	6	2	28	13.6
N	4334	*	12	23	24.1	+	7	28	24	13.0
N	4335	*	12	23	1.9	+	58	26	40	12.4
N	4336	*	12	23	29.7	+	19	25	37	12.5
N	4337	*	12	24	3.2	-	58	7	25	8.9
N	4338	*	12	22	26.4	+	29	12	29	12.2
N	4339	*	12	23	34.9	+	6	4	55	11.4
N	4340	*	12	23	35.2	+	16	43	22	11.2
N	4341	*	12	23	53.1	+	7	6	25	13.2
N	4342	*	12	23	39.1	+	7	3	16	12.5
N	4343	*	12	23	38.7	+	6	57	16	12.1
N	4344	*	12	23	37.5	+	17	32	30	12.3
N	4345	*	12	21	43.9	+	75	19	21	12.0
N	4346	*	12	23	27.9	+	46	59	38	11.2
N	4347	*	12	23	52.3	-	3	14	25	
N	4348	*	12	23	53.9	-	3	26	33	12.5
N	4349	*	12	24	6.0	-	61	52	13	7.4
N	4350	*	12	23	57.8	+	16	41	36	11.0
N	4351	*	12	24	1.5	+	12	12	17	12.6
N	4352	*	12	24	4.9	+	11	13	4	12.6
N	4353	*	12	24	0.2	+	7	47	3	13.6
N	4354	*	12	24	1.5	+	12	12	17	12.6
N	4355	*	12	26	54.6	-	0	52	40	13.2
N	4356	*	12	24	14.6	+	8	32	13	13.3
N	4357	*	12	23	59.1	+	48	46	48	12.4
N	4358	*	12	24	2.1	+	58	23	7	13.2
N	4359	*	12	24	11.4	+	31	31	17	13.0
N	4360	*	12	24	21.8	+	9	17	35	12.3
N	4360		12	24	21.8	+	9	17	35	12.3
N	4360		12	24	14.6	+	9	16	2	14.3
N	4361	*	12	24	30.8	-	18	47	3	10.9
N	4362	*	12	24	11.3	+	58	21	39	13.7
N	4363	*	12	23	28.6	+	74	57	7	13.5
N	4364	*	12	24	2.1	+	58	23	7	13.2
N	4365	*	12	24	28.2	+	7	19	3	9.6
N	4366	*	12	24	47.0	+	7	21	10	14.3
N	4367	*	12	24	35.1	+	12	10	58	
N	4368	*	12	23	6.6	+	10	37	18	13.3
N	4369	*	12	24	36.4	+	39	22	58	11.7
N	4370	*	12	24	55.0	+	7	26	40	12.6
N	4371	*	12	24	55.4	+	11	42	15	10.8
N	4372	*	12	25	45.4	-	72	39	31	7.2
N	4373	*	12	25	17.7	-	39	45	38	10.9
N	4373		12	25	37.5	-	39	19	11	11.6
N	4373		12	26	43.9	-	39	8	4	14.4
N	4374	*	12	25	3.6	+	12	53	13	9.1
N	4375	*	12	25	0.4	+	28	33	31	12.8
N	4376	*	12	25	18.1	+	5	44	28	13.1
N	4377	*	12	25	12.4	+	14	45	44	11.9
N	4377		12	25	10.2	+	14	45	43	16.6
N	4377		12	25	13.4	+	14	45	53	16.8
N	4378	*	12	25	18.0	+	4	55	31	11.7
N	4379	*	12	25	14.7	+	15	36	28	11.7
N	4380	*	12	25	22.1	+	10	1	0	11.7
N	4381	*	12	23	59.1	+	48	46	48	12.4
N	4382	*	12	25	23.9	+	18	11	27	9.1
N	4383	*	12	25	25.5	+	16	28	12	12.1
N	4384	*	12	25	11.9	+	54	30	22	13.0
N	4385	*	12	25	42.6	+	0	34	21	12.5
N	4386	*	12	24	27.7	+	75	31	46	11.7
N	4387	*	12	25	41.7	+	12	48	37	12.1
N	4388	*	12	25	46.9	+	12	39	43	11.0
N	4389	*	12	25	35.0	+	45	41	6	11.7
N	4390	*	12	25	50.5	+	10	27	32	12.6
N	4391	*	12	25	18.9	+	64	56	1	12.7
N	4392	*	12	25	18.7	+	45	50	51	13.7
N	4393	*	12	25	51.3	+	27	33	43	12.7
N	4394	*	12	25	55.6	+	18	12	51	10.9
N	4395	*	12	25	48.8	+	33	32	48	10.2
N	4396	*	12	25	59.2	+	15	40	16	12.6
N	4397	*	12	25	58.2	+	18	18	6	
N	4398	*	12	26	7.4	+	10	41	10	
N	4399	*	12	25	42.9	+	33	31	0	14.0
N	4400	*	12	25	55.9	+	33	30	57	14.5
N	4401	*	12	25	57.9	+	33	31	38	14.0
N	4402	*	12	26	7.8	+	13	6	47	11.8
N	4403	*	12	26	12.8	-	7	41	5	12.8
N	4404	*	12	26	16.1	-	7	40	49	12.7
N	4405	*	12	26	7.1	+	16	10	52	12.0
N	4406	*	12	26	11.5	+	12	56	47	8.9
N	4407	*	12	26	32.1	+	12	36	37	11.9
N	4408	*	12	26	17.1	+	27	52	16	13.9
N	4409	*	12	26	58.4	+	2	29	39	12.1
N	4410		12	26	28.3	+	9	1	11	12.8
N	4410	*	12	26	29.6	+	9	1	8	13.6
N	4410		12	26	35.4	+	9	2	9	14.6
N	4411	*	12	26	47.2	+	8	53	4	12.3
N	4411		12	26	30.0	+	8	52	18	12.7
N	4412	*	12	26	36.0	+	3	57	53	12.4
N	4413	*	12	26	32.1	+	12	36	37	11.9
N	4414	*	12	26	27.1	+	31	13	25	10.1
N	4415	*	12	26	40.5	+	8	26	10	12.1
N	4416	*	12	26	46.7	+	7	55	8	12.4
N	4417	*	12	26	50.4	+	9	35	4	11.1
N	4418	*	12	26	54.6	-	0	52	40	13.2
N	4419	*	12	26	56.4	+	15	2	52	11.2
N	4420	*	12	26	58.4	+	2	29	39	12.1
N	4421	*	12	27	2.5	+	15	27	39	11.6
N	4422	*	12	27	12.0	-	5	49	49	13.8
N	4423	*	12	27	9.1	+	5	52	49	13.4
N	4424	*	12	27	11.4	+	9	25	17	11.7
N	4425	*	12	27	13.3	+	12	44	5	11.8
N	4426	*	12	27	10.5	+	27	50	22	
N	4427	*	12	27	10.5	+	27	50	22	
N	4428	*	12	27	28.1	-	8	10	5	12.6
N	4428		12	27	30.1	-	8	9	54	15.8
N	4429	*	12	27	26.3	+	11	6	27	10.0
N	4430	*	12	27	26.2	+	6	15	46	12.0
N	4431	*	12	27	27.4	+	12	17	26	12.9
N	4432	*	12	27	33.0	+	6	14	0	14.0
N	4433	*	12	27	38.5	-	8	16	45	12.7
N	4434	*	12	27	36.6	+	8	9	16	12.2
N	4435	*	12	27	40.5	+	13	4	47	10.8
N	4436	*	12	27	41.3	+	12	18	57	13.0
N	4437	*	12	32	45.6	+	0	6	56	10.4
N	4438	*	12	27	45.6	+	13	0	31	10.2
N	4439	*	12	28	26.3	-	60	6	11	8.4
N	4440	*	12	27	53.5	+	12	17	36	11.7
N	4441	*	12	27	20.2	+	64	48	8	12.7
N	4442	*	12	28	3.9	+	9	48	14	10.4
N	4443	*	12	29	2.9	+	13	11	4	11.2
N	4444	*	12	28	36.1	-	43	15	44	12.2
N	4445	*	12	28	16.1	+	9	26	12	12.8
N	4446	*	12	28	6.8	+	13	54	44	13.9
N	4447	*	12	28	12.4	+	13	53	59	14.0
N	4448	*	12	28	15.5	+	28	37	17	11.1
N	4449	*	12	28	11.3	+	44	5	42	9.6
N	4450	*	12	28	29.3	+	17	5	3	10.1
N	4451	*	12	28	40.5	+	9	15	32	12.5
N	4452	*	12	28	43.3	+	11	45	18	12.0
N	4453	*	12	28	46.8	+	6	30	44	14.9
N	4454	*	12	28	50.6	-	1	56	20	11.9
N	4455	*	12	28	44.0	+	22	49	16	12.3
N	4456	*	12	27	52.2	-	30	5	52	13.3
N	4457	*	12	28	58.9	+	3	34	16	10.9
N	4458	*	12	28	57.7	+	13	14	32	12.1
N	4459	*	12	29	0.0	+	13	58	43	10.4
N	4460	*	12	28	45.5	+	44	51	52	11.3
N	4461	*	12	29	2.9	+	13	11	4	11.2
N	4462	*	12	29	21.0	-	23	9	59	12.0
N	4463	*	12	29	55.2	-	64	47	22	7.2
N	4464	*	12	29	21.2	+	8	9	25	12.5
N	4465	*	12	29	23.5	+	8	1	34	14.5
N	4466	*	12	29	30.6	+	7	41	49	13.5
N	4467	*	12	29	30.3	+	7	59	34	13.8
N	4468	*	12	29	30.9	+	14	2	57	12.8
N	4469	*	12	29	28.1	+	8	45	1	11.2
N	4470	*	12	29	37.9	+	7	49	26	12.1
N	4471	*	12	29	42.0	+	7	53	46	
N	4472	*	12	29	46.7	+	8	0	0	8.4
N	4473	*	12	29	48.7	+	13	25	47	10.2
N	4474	*	12	29	53.3	+	14	4	7	11.5
N	4475	*	12	29	47.7	+	27	14	36	13.6
N	4476	*	12	29	59.0	+	12	20	55	12.2
N	4477	*	12	30	2.0	+	13	38	13	10.4
N	4478	*	12	30	17.3	+	12	19	43	11.5
N	4479	*	12	30	18.3	+	13	34	41	12.4
N	4480	*	12	30	26.7	+	4	14	45	12.4
N	4481	*	12	29	48.6	+	64	2	0	14.2
N	4482	*	12	30	10.3	+	10	46	45	12.7
N	4483	*	12	30	40.6	+	9	0	56	12.2
N	4484	*	12	28	52.7	-	11	39	6	13.6
N	4485	*	12	30	31.3	+	41	42	3	11.9
N	4486		12	30	57.7	+	12	16	16	12.5
N	4486		12	30	32.0	+	12	29	26	13.4
N	4486	*	12	30	49.4	+	12	23	26	8.6
N	4487	*	12	31	4.3	-	8	3	13	11.0
N	4488	*	12	30	51.3	+	8	21	35	12.2
N	4489	*	12	30	52.2	+	16	45	33	12.0
N	4490	*	12	30	36.1	+	41	38	34	9.8
N	4491	*	12	30	57.1	+	11	29	0	12.6
N	4492	*	12	30	59.7	+	8	4	41	12.6
N	4493	*	12	31	8.3	+	0	36	51	14.1
N	4493		12	31	11.0	+	0	36	24	15.7
N	4494	*	12	31	24.1	+	25	46	31	9.8
N	4495	*	12	31	22.7	+	29	8	12	13.3
N	4496	*	12	31	39.3	+	3	56	23	11.4
N	4496		12	31	39.3	+	3	56	23	11.4
N	4496		12	31	40.8	+	3	55	36	13.9
N	4497	*	12	31	32.6	+	11	37	30	12.5
N	4498	*	12	31	39.5	+	16	51	10	12.1
N	4499	*	12	32	4.9	-	39	58	57	13.2
N	4500	*	12	31	22.0	+	57	57	54	12.5
N	4501	*	12	31	59.0	+	14	25	11	9.6
N	4502	*	12	32	3.2	+	16	41	17	13.9
N	4503	*	12	32	6.1	+	11	10	32	11.1
N	4504	*	12	32	17.4	-	7	33	48	13.2
N	4505	*	12	31	40.8	+	3	55	36	13.9
N	4506	*	12	32	10.5	+	13	25	13	12.7
N	4507	*	12	35	36.6	-	39	54	33	12.1
N	4508	*	12	32	17.4	+	5	49	10	
N	4509	*	12	33	6.8	+	32	5	32	13.5
N	4510	*	12	31	47.2	+	64	14	2	13.0
N	4511	*	12	32	7.9	+	56	28	16	14.1
N	4512	*	12	32	47.6	+	63	56	22	12.2
N	4513	*	12	32	1.6	+	66	19	59	13.0
N	4514	*	12	32	42.9	+	29	42	44	13.2
N	4515	*	12	33	4.9	+	16	15	56	12.3
N	4516	*	12	33	7.5	+	14	34	29	12.8
N	4517	*	12	32	45.6	+	0	6	56	10.4
N	4517		12	32	28.1	+	0	23	25	12.5
N	4518	*	12	33	11.7	+	7	51	8	13.8
N	4518		12	33	11.7	+	7	51	8	13.8
N	4518		12	33	10.5	+	7	50	4	14.2
N	4519	*	12	33	30.2	+	8	39	18	11.8
N	4519		12	33	24.7	+	8	41	26	15.2
N	4520	*	12	33	49.9	-	7	22	29	14.0
N	4521	*	12	32	47.6	+	63	56	22	12.2
N	4522	*	12	33	39.7	+	9	10	27	12.3
N	4523	*	12	33	48.0	+	15	10	6	14.1
N	4524	*	12	33	54.4	-	12	1	38	13.4
N	4525	*	12	33	51.1	+	30	16	39	12.2
N	4526	*	12	34	2.8	+	7	41	56	9.3
N	4527	*	12	34	8.8	+	2	39	12	10.5
N	4528	*	12	34	6.0	+	11	19	16	12.1
N	4529	*	12	32	51.7	+	20	11	1	14.3
N	4530	*	12	33	47.6	+	41	21	14	
N	4531	*	12	34	15.8	+	13	4	33	11.4
N	4532	*	12	34	19.3	+	6	28	2	11.9
N	4533	*	12	34	22.1	+	2	19	31	13.8
N	4534	*	12	34	5.4	+	35	31	6	12.3
N	4535	*	12	34	20.2	+	8	11	51	10.0
N	4535		12	34	13.9	+	8	16	25	15.2
N	4536	*	12	34	26.9	+	2	11	14	10.6
N	4537	*	12	34	49.1	+	50	48	20	13.9
N	4538	*	12	34	40.8	+	3	19	25	14.4
N	4539	*	12	34	34.6	+	18	12	10	12.0
N	4540	*	12	34	50.9	+	15	33	4	11.7
N	4541	*	12	35	10.7	-	0	13	16	13.0
N	4542	*	12	34	49.1	+	50	48	20	13.9
N	4543	*	12	35	20.2	+	6	6	56	13.6
N	4544	*	12	35	36.5	+	3	2	8	13.0
N	4545	*	12	34	34.1	+	63	31	29	12.3
N	4546	*	12	35	29.5	-	3	47	35	10.3
N	4547	*	12	34	51.8	+	58	55	2	14.5
N	4548	*	12	35	26.4	+	14	29	47	10.2
N	4549	*	12	35	21.3	+	58	56	58	15.2
N	4550	*	12	35	30.6	+	12	13	15	11.7
N	4551	*	12	35	38.0	+	12	15	50	12.0
N	4552	*	12	35	39.9	+	12	33	22	9.8
N	4553	*	12	36	7.5	-	39	26	21	12.2
N	4554	*	12	35	59.5	+	11	15	55	
N	4555	*	12	35	41.0	+	26	31	26	12.4
N	4556	*	12	35	45.6	+	26	54	33	13.1
N	4557	*	12	35	49.7	+	27	3	14	
N	4558	*	12	35	52.6	+	26	59	30	14.7
N	4559	*	12	35	57.8	+	27	57	35	10.0
N	4559		12	36	53.2	+	27	51	45	14.3
N	4559		12	36	53.8	+	27	44	55	14.6
N	4559		12	35	51.8	+	27	55	57	
N	4560	*	12	34	2.8	+	7	41	56	9.3
N	4561	*	12	36	8.1	+	19	19	18	12.5
N	4562	*	12	35	34.5	+	25	50	58	13.4
N	4563	*	12	36	12.6	+	26	56	30	14.7
N	4564	*	12	36	26.9	+	11	26	23	11.1
N	4565	*	12	36	20.5	+	25	59	16	9.6
N	4565		12	35	34.5	+	25	50	58	13.4
N	4565		12	35	41.6	+	26	13	21	14.6
N	4565		12	35	41.3	+	26	17	12	15.8
N	4566	*	12	36	0.2	+	54	13	14	13.1
N	4567	*	12	36	32.7	+	11	15	28	11.3
N	4568	*	12	36	34.2	+	11	14	19	10.8
N	4569	*	12	36	50.0	+	13	9	50	9.5
N	4570	*	12	36	53.2	+	7	14	49	10.9
N	4571	*	12	36	56.4	+	14	13	3	11.3
N	4572	*	12	35	45.5	+	74	14	46	14.0
N	4573	*	12	37	43.7	-	43	37	17	13.0
N	4574	*	12	37	43.5	-	35	31	5	13.0
N	4575	*	12	37	51.1	-	40	32	15	12.6
N	4576	*	12	37	33.5	+	4	22	3	13.5
N	4577	*	12	39	12.4	+	6	0	44	13.2
N	4578	*	12	37	30.6	+	9	33	20	11.5
N	4579	*	12	37	43.7	+	11	49	6	9.7
N	4580	*	12	37	48.3	+	5	22	5	11.8
N	4581	*	12	38	5.1	+	1	28	42	12.5
N	4582	*	12	38	10.1	+	0	11	0	
N	4583	*	12	38	4.4	+	33	27	31	13.4
N	4584	*	12	38	17.8	+	13	6	38	12.9
N	4585	*	12	38	13.2	+	28	56	14	14.1
N	4586	*	12	38	28.3	+	4	19	7	11.7
N	4587	*	12	38	35.3	+	2	39	28	13.5
N	4588	*	12	38	45.4	+	6	46	3	14.3
N	4589	*	12	37	24.6	+	74	11	31	10.7
N	4590	*	12	39	28.0	-	26	44	32	7.3
N	4591	*	12	39	12.4	+	6	0	44	13.2
N	4592	*	12	39	18.6	-	0	31	53	11.6
N	4593	*	12	39	39.3	-	5	20	38	10.9
N	4594	*	12	39	59.3	-	11	37	21	8.0
N	4595	*	12	39	51.7	+	15	17	52	12.1
N	4596	*	12	39	56.0	+	10	10	35	10.4
N	4597	*	12	40	12.3	-	5	48	2	12.0
N	4598	*	12	40	11.9	+	8	23	0	12.7
N	4599	*	12	40	26.9	+	1	11	48	12.6
N	4600	*	12	40	22.9	+	3	7	4	12.7
N	4601	*	12	40	46.6	-	40	53	37	13.4
N	4602	*	12	40	36.8	-	5	7	57	11.5
N	4603	*	12	40	55.0	-	40	58	34	11.4
N	4603		12	39	36.8	-	40	44	23	13.4
N	4603		12	40	29.6	-	41	4	12	14.7
N	4603		12	40	43.0	-	40	45	50	13.0
N	4603		12	42	7.9	-	40	49	15	13.2
N	4604	*	12	40	44.9	-	5	18	10	13.8
N	4605	*	12	39	59.3	+	61	36	30	10.3
N	4606	*	12	40	57.5	+	11	54	43	11.8
N	4607	*	12	41	12.2	+	11	53	8	12.8
N	4608	*	12	41	13.2	+	10	9	20	11.0
N	4609	*	12	42	19.8	-	62	59	38	6.9
N	4610	*	12	29	37.9	+	7	49	26	12.1
N	4611	*	12	41	25.4	+	13	43	47	14.3
N	4612	*	12	41	32.8	+	7	18	53	11.5
N	4613	*	12	41	29.0	+	26	5	18	15.2
N	4614	*	12	41	31.6	+	26	2	35	13.3
N	4615	*	12	41	37.5	+	26	4	22	13.1
N	4616	*	12	42	16.5	-	40	38	30	13.3
N	4617	*	12	41	5.7	+	50	23	39	13.2
N	4618	*	12	41	33.0	+	41	9	4	10.8
N	4619	*	12	41	44.4	+	35	3	46	12.7
N	4620	*	12	41	59.3	+	12	56	36	12.2
N	4621	*	12	42	2.2	+	11	38	50	9.6
N	4622	*	12	42	37.6	-	40	44	38	12.5
N	4622		12	43	49.0	-	40	42	52	13.2
N	4622		12	43	50.6	-	40	43	4	14.2
N	4623	*	12	42	10.6	+	7	40	35	12.3
N	4624	*	12	45	6.1	+	3	3	19	10.5
N	4625	*	12	41	52.5	+	41	16	25	12.4
N	4626	*	12	42	25.4	-	7	2	41	13.4
N	4627	*	12	41	59.6	+	32	34	26	12.4
N	4628	*	12	42	25.3	-	6	58	15	13.5
N	4629	*	12	42	32.7	-	1	21	3	13.2
N	4630	*	12	42	31.1	+	3	57	31	12.6
N	4631	*	12	42	7.6	+	32	32	30	9.2
N	4632	*	12	42	32.3	-	0	4	50	11.7
N	4633	*	12	42	37.1	+	14	21	25	13.1
N	4634	*	12	42	40.8	+	14	17	46	12.4
N	4635	*	12	42	38.7	+	19	56	48	12.6
N	4636	*	12	42	49.7	+	2	41	14	9.5
N	4637	*	12	42	54.2	+	11	26	17	13.9
N	4638	*	12	42	47.3	+	11	26	33	11.2
N	4639	*	12	42	52.3	+	13	15	26	11.5
N	4640	*	12	42	57.8	+	12	17	12	13.5
N	4640		12	42	57.8	+	12	17	12	13.5
N	4640		12	43	1.5	+	12	17	8	16.2
N	4641	*	12	43	7.6	+	12	3	5	13.2
N	4642	*	12	43	17.6	-	0	38	42	12.9
N	4643	*	12	43	20.1	+	1	58	41	10.8
N	4644	*	12	42	42.6	+	55	8	43	13.9
N	4644		12	42	42.6	+	55	8	43	13.9
N	4644		12	42	52.8	+	55	8	44	15.1
N	4645	*	12	44	9.9	-	41	44	59	11.8
N	4645		12	43	5.6	-	41	21	34	11.1
N	4645		12	43	31.1	-	41	21	45	12.1
N	4646	*	12	42	52.1	+	54	51	24	13.4
N	4647	*	12	43	32.5	+	11	34	58	11.3
N	4648	*	12	41	44.4	+	74	25	20	12.0
N	4649	*	12	43	39.8	+	11	33	11	8.8
N	4650	*	12	44	19.4	-	40	43	55	11.6
N	4650		12	44	49.0	-	40	42	52	13.3
N	4650		12	45	14.9	-	40	49	28	13.5
N	4651	*	12	43	42.5	+	16	23	37	10.8
N	4652	*	12	43	19.7	+	58	57	55	14.6
N	4653	*	12	43	51.0	-	0	33	40	12.2
N	4654	*	12	43	56.5	+	13	7	35	10.5
N	4655	*	12	43	36.4	+	41	1	9	13.9
N	4656	*	12	43	58.1	+	32	10	11	10.5
N	4657	*	12	44	6.9	+	32	12	33	12.4
N	4658	*	12	44	37.7	-	10	5	4	12.5
N	4659	*	12	44	29.5	+	13	29	56	12.1
N	4660	*	12	44	31.8	+	11	11	26	11.2
N	4661	*	12	45	14.9	-	40	49	28	13.5
N	4662	*	12	44	26.3	+	37	7	16	12.7
N	4663	*	12	44	47.0	-	10	11	53	13.5
N	4664	*	12	45	6.1	+	3	3	19	10.5
N	4665	*	12	45	6.1	+	3	3	19	10.5
N	4666	*	12	45	8.2	-	0	27	46	10.7
N	4667	*	12	42	47.3	+	11	26	33	11.2
N	4668	*	12	45	31.8	-	0	32	10	13.1
N	4669	*	12	44	46.7	+	54	52	34	13.2
N	4670	*	12	45	16.9	+	27	7	33	12.7
N	4671	*	12	45	47.5	-	7	4	11	12.6
N	4672	*	12	46	15.6	-	41	42	21	13.1
N	4673	*	12	45	34.7	+	27	3	40	12.9
N	4674	*	12	46	3.3	-	8	39	19	13.1
N	4675	*	12	45	31.7	+	54	44	14	14.3
N	4676	*	12	46	10.1	+	30	43	57	13.5
N	4676		12	46	11.2	+	30	43	21	13.8
N	4677	*	12	46	57.0	-	41	34	57	12.8
N	4678		12	49	42.3	-	4	34	47	14.3
N	4678	*	12	49	41.0	-	4	34	49	13.5
N	4679	*	12	47	30.0	-	39	34	16	12.4
N	4680	*	12	46	54.7	-	11	38	11	12.8
N	4681	*	12	47	28.7	-	43	20	5	12.5
N	4682	*	12	47	15.5	-	10	3	50	12.2
N	4683	*	12	47	42.2	-	41	31	44	12.7
N	4684	*	12	47	17.6	-	2	43	37	11.4
N	4685	*	12	47	11.4	+	19	27	53	12.6
N	4686	*	12	46	39.7	+	54	32	4	12.6
N	4687	*	12	47	23.8	+	35	21	7	13.2
N	4688	*	12	47	46.5	+	4	20	9	11.9
N	4689	*	12	47	45.7	+	13	45	44	11.0
N	4690	*	12	47	55.5	-	1	39	22	12.9
N	4691	*	12	48	13.4	-	3	19	57	11.1
N	4692	*	12	47	55.2	+	27	13	20	12.5
N	4693	*	12	47	9.0	+	71	10	34	13.4
N	4694	*	12	48	14.9	+	10	59	2	11.4
N	4695	*	12	47	32.0	+	54	22	28	13.5
N	4696	*	12	48	49.1	-	41	18	42	10.4
N	4696		12	46	55.5	-	41	29	51	13.6
N	4696		12	47	21.7	-	41	14	14	11.6
N	4696		12	48	2.6	-	40	49	10	13.7
N	4696		12	48	21.4	-	41	42	52	12.8
N	4696		12	48	26.1	-	40	56	7	13.4
N	4697	*	12	48	35.8	-	5	48	0	9.2
N	4698	*	12	48	23.0	+	8	29	18	10.6
N	4699	*	12	49	2.2	-	8	39	50	9.5
N	4700	*	12	49	7.8	-	11	24	42	11.9
N	4701	*	12	49	11.4	+	3	23	20	12.4
N	4702	*	12	47	55.2	+	27	13	20	12.5
N	4703	*	12	49	18.9	-	9	6	30	13.2
N	4704	*	12	48	46.4	+	41	55	16	13.7
N	4705	*	12	49	24.9	-	5	11	43	11.7
N	4706	*	12	49	54.0	-	41	16	46	12.8
N	4707	*	12	48	23.2	+	51	9	48	12.9
N	4708	*	12	49	41.6	-	11	5	37	13.1
N	4709	*	12	50	3.9	-	41	22	57	10.9
N	4710	*	12	49	38.7	+	15	9	53	11.0
N	4711	*	12	48	45.7	+	35	19	58	13.4
N	4712	*	12	49	34.1	+	25	28	11	12.8
N	4713	*	12	49	57.6	+	5	18	40	11.7
N	4714	*	12	50	19.2	-	13	19	28	12.7
N	4715	*	12	49	57.8	+	27	49	22	13.1
N	4716	*	12	50	33.1	-	9	27	3	12.9
N	4717	*	12	50	34.5	-	9	27	46	14.2
N	4718	*	12	50	32.5	-	5	16	55	13.4
N	4719	*	12	50	8.6	+	33	9	33	13.2
N	4720	*	12	50	42.6	-	4	9	21	13.3
N	4721	*	12	50	19.8	+	27	19	29	14.5
N	4722	*	12	51	32.3	-	13	19	48	12.8
N	4723	*	12	51	3.0	-	13	14	12	14.5
N	4724	*	12	50	53.6	-	14	19	56	12.7
N	4725	*	12	50	26.5	+	25	30	0	9.4
N	4726	*	12	50	46.0	-	14	16	4	14.8
N	4727	*	12	50	57.2	-	14	19	59	11.8
N	4728	*	12	50	28.0	+	27	26	7	13.5
N	4728		12	50	28.0	+	27	26	7	13.5
N	4728		12	50	37.4	+	27	25	31	13.9
N	4728		12	50	36.9	+	27	29	1	15.0
N	4729	*	12	51	46.2	-	41	7	56	12.3
N	4730	*	12	52	0.5	-	41	8	49	12.8
N	4731	*	12	51	1.0	-	6	23	33	11.5
N	4731		12	51	13.1	-	6	33	35	12.8
N	4732	*	12	50	7.0	+	52	51	0	13.9
N	4733	*	12	51	6.7	+	10	54	43	11.9
N	4734	*	12	51	12.8	+	4	51	31	13.5
N	4735	*	12	51	1.9	+	28	55	41	14.6
N	4736	*	12	50	53.1	+	41	7	17	8.2
N	4737	*	12	50	52.9	+	34	9	26	14.3
N	4738	*	12	51	8.9	+	28	47	18	13.4
N	4739	*	12	51	37.1	-	8	24	35	12.5
N	4740	*	12	50	57.2	-	14	19	59	11.8
N	4741	*	12	50	59.4	+	47	40	18	13.7
N	4742	*	12	51	48.0	-	10	27	17	11.3
N	4743	*	12	52	15.6	-	41	23	24	12.4
N	4744	*	12	52	19.5	-	41	3	38	12.7
N	4745	*	12	51	26.1	+	27	25	18	15.1
N	4745		12	51	26.1	+	27	25	18	15.1
N	4745		12	51	22.0	+	27	26	39	14.8
N	4746	*	12	51	55.2	+	12	4	59	12.6
N	4747	*	12	51	45.4	+	25	46	26	12.4
N	4748	*	12	52	12.6	-	13	24	49	13.7
N	4748		12	52	12.9	-	13	24	39	14.1
N	4749	*	12	51	12.2	+	71	38	6	13.5
N	4750	*	12	50	6.5	+	72	52	28	11.2
N	4751	*	12	52	50.6	-	42	39	36	11.2
N	4752	*	12	51	29.1	+	13	46	57	14.5
N	4753	*	12	52	22.1	-	1	12	0	10.0
N	4754	*	12	52	17.6	+	11	18	50	10.6
N	4755	*	12	53	39.0	-	60	21	42	4.2
N	4756	*	12	52	52.2	-	15	24	45	12.4
N	4757	*	12	52	49.9	-	10	18	39	13.7
N	4758	*	12	52	43.9	+	15	50	55	13.3
N	4759	*	12	53	4.5	-	9	11	59	13.0
N	4759		12	53	5.7	-	9	12	14	12.5
N	4760	*	12	53	7.2	-	10	29	41	11.4
N	4761	*	12	53	9.7	-	9	11	51	13.8
N	4762	*	12	52	55.9	+	11	13	50	10.3
N	4763	*	12	53	27.1	-	17	0	21	12.4
N	4764	*	12	53	6.7	-	9	15	27	15.1
N	4765	*	12	53	14.6	+	4	27	47	13.0
N	4766	*	12	53	8.2	-	10	22	43	14.4
N	4767	*	12	53	52.9	-	39	42	52	11.5
N	4767		12	53	1.3	-	39	50	9	15.7
N	4767		12	54	44.9	-	39	51	11	13.1
N	4768	*	12	53	17.2	-	9	31	54	
N	4769	*	12	53	18.0	-	9	32	11	
N	4770	*	12	53	32.2	-	9	32	28	12.7
N	4771	*	12	53	20.9	+	1	16	12	12.3
N	4772	*	12	53	29.0	+	2	10	7	11.0
N	4773	*	12	53	35.9	-	8	38	18	12.7
N	4773		12	53	35.8	-	8	38	43	14.9
N	4774	*	12	53	6.6	+	36	49	8	14.3
N	4775	*	12	53	45.9	-	6	37	22	11.1
N	4776	*	12	53	4.5	-	9	11	59	13.0
N	4777	*	12	53	58.5	-	8	46	31	13.1
N	4778	*	12	53	5.7	-	9	12	14	12.5
